0	134	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	3
1	130	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	1	2	2	2
1	47	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	1	2	2	2
1	24	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2
1	95	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
1	72	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2
1	23	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2
1	116	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	1	2	2	2
1	146	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2
2	187	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	1	2	2	2
2	44	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	4	2	2	2
2	137	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	1	2	2	2
2	74	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2
2	120	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2
2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	1	2	2	2
3	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2
3	22	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2
3	47	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2
3	7	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	3
5	23	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2
6	49	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	3
6	192	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	4	2	2	2
8	37	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	4	2	2	2
8	84	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	1	2	2	2
8	62	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	3
8	108	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	1	2	2	2
8	133	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2
8	149	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
8	181	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
8	11	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2
8	199	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	3
