37	0
1	0
46	0
18	1
49	1
56	1
54	2
33	2
43	2
44	2
2	2
57	3
59	3
14	3
20	3
46	3
19	4
50	4
5	4
12	4
38	4
51	4
8	4
23	4
38	4
39	5
2	5
49	5
22	5
10	5
17	5
32	6
25	6
4	6
23	6
54	6
7	6
32	6
24	7
9	7
48	7
32	7
35	7
40	7
41	8
35	8
36	8
29	8
52	9
26	9
20	9
48	9
47	10
35	9
40	10
49	10
17	10
44	11
48	11
57	11
5	11
22	11
45	11
2	11
9	12
3	12
12	12
32	13
33	13
56	13
10	13
35	13
59	14
31	14
35	14
37	15
40	14
30	15
35	15
43	15
6	15
37	15
1	15
16	16
45	16
19	16
32	16
8	16
42	16
22	17
45	17
12	17
20	17
18	18
30	18
48	18
9	18
41	18
51	19
44	18
3	19
57	19
1	19
11	19
35	19
40	20
52	20
58	20
0	20
36	21
3	20
22	21
10	21
49	20
24	21
38	21
37	22
34	22
36	22
61	22
52	23
10	23
51	23
20	23
3	24
12	24
23	23
25	25
16	24
17	24
32	25
43	24
38	25
15	25
48	25
17	25
62	26
25	26
24	26
10	27
49	27
53	27
63	27
24	27
54	27
9	27
11	27
53	28
57	28
1	28
2	28
60	28
10	28
2	29
48	29
28	29
9	29
15	29
6	29
4	30
7	30
10	30
12	30
47	30
18	31
28	31
60	31
25	32
37	32
12	32
13	32
46	33
15	33
56	33
4	33
7	33
7	34
10	34
23	35
59	35
12	35
4	35
24	35
39	35
7	36
39	36
20	36
46	36
16	36
24	36
21	36
48	36
2	37
59	37
23	37
40	37
57	37
49	38
10	38
24	38
19	39
10	39
39	39
43	39
4	40
11	40
61	40
13	41
63	41
39	42
31	42
23	42
36	42
40	42
27	42
46	42
18	42
4	42
50	43
45	43
0	43
5	43
15	44
48	43
21	44
16	44
54	45
33	45
14	45
58	45
21	45
54	45
7	46
60	46
32	46
49	46
6	46
51	47
24	47
59	47
57	47
27	48
50	48
4	48
10	48
42	49
6	49
58	49
13	49
60	49
13	49
12	50
4	49
24	50
21	50
1	50
23	51
27	51
26	51
20	51
27	52
6	52
18	52
37	53
51	53
28	54
24	54
47	55
3	55
58	55
2	56
42	56
53	56
57	57
9	57
1	57
24	57
44	57
60	57
61	57
42	58
54	58
47	59
27	59
49	59
31	59
53	59
34	60
24	60
30	61
13	61
42	61
58	61
35	61
15	61
20	62
6	63
50	62
52	62
20	63
4	63
29	63
33	63
60	64
26	64
54	65
29	66
0	68
135	0
144	0
68	0
148	0
115	0
76	0
171	0
174	1
189	1
165	1
98	1
86	1
144	1
60	1
72	1
151	1
114	1
134	2
117	2
144	2
152	2
146	2
150	2
177	2
156	2
98	2
120	2
63	2
157	2
97	2
159	2
177	3
151	3
149	3
80	3
157	3
180	3
133	3
146	3
69	3
79	3
148	3
152	3
153	3
149	3
168	3
177	3
167	3
141	4
146	4
147	4
73	4
147	4
115	4
157	4
75	4
151	4
116	4
152	4
93	4
113	4
157	4
164	4
131	4
147	4
156	4
142	4
94	4
103	5
83	5
146	4
106	5
148	5
89	5
149	5
153	5
175	5
176	5
141	5
85	5
140	5
145	5
135	5
148	5
91	5
146	5
149	5
147	6
176	6
178	6
182	6
152	6
115	6
67	6
164	6
148	6
82	6
144	6
78	6
166	6
168	6
111	6
60	7
145	7
63	7
186	7
125	7
80	7
64	7
78	7
176	8
135	8
139	8
149	8
171	8
65	8
158	8
153	8
132	9
66	9
63	9
94	9
178	9
170	9
129	10
113	10
92	10
177	10
122	10
116	10
108	11
165	11
134	11
91	11
118	11
134	11
72	12
92	11
112	12
175	12
98	12
140	12
114	12
116	12
69	12
179	12
155	12
82	13
97	13
166	13
173	13
89	13
135	13
144	13
126	14
144	14
129	14
180	14
142	14
105	14
70	14
80	14
167	14
184	14
70	14
121	14
101	14
145	15
179	15
134	15
95	15
141	15
140	15
67	15
122	15
126	15
152	16
60	16
170	16
85	16
133	16
115	16
162	17
168	17
115	17
66	18
126	17
129	18
100	18
157	18
147	18
169	19
128	19
144	19
