0.058	0.086
0.062	0.086
0.066	0.086
0.07	0.086
0.074	0.086
0.078	0.086
0.082	0.086
0.086	0.086
0.09	0.086
0.094	0.086
0.098	0.086
0.01	0.09
0.014	0.09
0.018	0.09
0.022	0.09
0.026	0.09
0.03	0.09
0.034	0.09
0.038	0.09
0.042	0.09
0.046	0.09
0.05	0.09
0.054	0.09
0.058	0.09
0.062	0.09
0.066	0.09
0.07	0.09
0.074	0.09
0.078	0.09
0.082	0.09
0.086	0.09
0.09	0.09
0.094	0.09
0.098	0.09
0.01	0.094
0.014	0.094
0.018	0.094
0.022	0.094
0.026	0.094
0.03	0.094
0.034	0.094
0.038	0.094
0.042	0.094
0.046	0.094
0.05	0.094
0.054	0.094
0.058	0.094
0.062	0.094
0.066	0.094
0.07	0.094
0.074	0.094
0.078	0.094
0.082	0.094
0.086	0.094
0.09	0.094
0.094	0.094
0.098	0.094
0.01	0.098
0.014	0.098
0.018	0.098
0.022	0.098
0.026	0.098
0.03	0.098
0.034	0.098
0.038	0.098
0.042	0.098
0.046	0.098
0.05	0.098
0.054	0.098
0.058	0.098
0.062	0.098
0.066	0.098
0.07	0.098
0.074	0.098
0.078	0.098
0.082	0.098
0.086	0.098
0.09	0.098
0.094	0.098
0.098	0.098
