0.01	0.01
0.014	0.01
0.018	0.01
0.022	0.01
0.026	0.01
0.03	0.01
0.034	0.01
0.038	0.01
0.042	0.01
0.046	0.01
0.05	0.01
0.054	0.01
0.058	0.01
0.062	0.01
0.066	0.01
0.07	0.01
0.074	0.01
0.078	0.01
0.082	0.01
0.086	0.01
0.09	0.01
0.094	0.01
0.098	0.01
0.01	0.014
0.014	0.014
0.018	0.014
0.022	0.014
0.026	0.014
0.03	0.014
0.034	0.014
0.038	0.014
0.042	0.014
0.046	0.014
0.05	0.014
0.054	0.014
0.058	0.014
0.062	0.014
0.066	0.014
0.07	0.014
0.074	0.014
0.078	0.014
0.082	0.014
0.086	0.014
0.09	0.014
0.094	0.014
0.098	0.014
0.01	0.018
0.014	0.018
0.018	0.018
0.022	0.018
0.026	0.018
0.03	0.018
0.034	0.018
0.038	0.018
0.042	0.018
0.046	0.018
0.05	0.018
0.054	0.018
0.058	0.018
0.062	0.018
0.066	0.018
0.07	0.018
0.074	0.018
0.078	0.018
0.082	0.018
0.086	0.018
0.09	0.018
0.094	0.018
0.098	0.018
0.01	0.022
0.014	0.022
0.018	0.022
0.022	0.022
0.026	0.022
0.03	0.022
0.034	0.022
0.038	0.022
0.042	0.022
0.046	0.022
0.05	0.022
0.054	0.022
0.058	0.022
0.062	0.022
0.066	0.022
0.07	0.022
0.074	0.022
0.078	0.022
0.082	0.022
0.086	0.022
0.09	0.022
0.094	0.022
0.098	0.022
0.01	0.026
0.014	0.026
0.018	0.026
0.022	0.026
0.026	0.026
0.03	0.026
0.034	0.026
0.038	0.026
0.042	0.026
0.046	0.026
0.05	0.026
0.054	0.026
0.058	0.026
0.062	0.026
0.066	0.026
0.07	0.026
0.074	0.026
0.078	0.026
0.082	0.026
0.086	0.026
0.09	0.026
0.094	0.026
0.098	0.026
0.01	0.03
0.014	0.03
0.018	0.03
0.022	0.03
0.026	0.03
0.03	0.03
0.034	0.03
0.038	0.03
0.042	0.03
0.046	0.03
0.05	0.03
0.054	0.03
0.058	0.03
0.062	0.03
0.066	0.03
0.07	0.03
0.074	0.03
0.078	0.03
0.082	0.03
0.086	0.03
0.09	0.03
0.094	0.03
0.098	0.03
0.01	0.034
0.014	0.034
0.018	0.034
0.022	0.034
0.026	0.034
0.03	0.034
0.034	0.034
0.038	0.034
0.042	0.034
0.046	0.034
0.05	0.034
0.054	0.034
0.058	0.034
0.062	0.034
0.066	0.034
0.07	0.034
0.074	0.034
0.078	0.034
0.082	0.034
0.086	0.034
0.09	0.034
0.094	0.034
0.098	0.034
0.01	0.038
0.014	0.038
0.018	0.038
0.022	0.038
0.026	0.038
0.03	0.038
0.034	0.038
0.038	0.038
0.042	0.038
0.046	0.038
0.05	0.038
0.054	0.038
0.058	0.038
0.062	0.038
0.066	0.038
0.07	0.038
0.074	0.038
0.078	0.038
0.082	0.038
0.086	0.038
0.09	0.038
0.094	0.038
0.098	0.038
0.01	0.042
0.014	0.042
0.018	0.042
0.022	0.042
0.026	0.042
0.03	0.042
0.034	0.042
0.038	0.042
0.042	0.042
0.046	0.042
0.05	0.042
0.054	0.042
0.058	0.042
0.062	0.042
0.066	0.042
0.07	0.042
0.074	0.042
0.078	0.042
0.082	0.042
0.086	0.042
0.09	0.042
0.094	0.042
0.098	0.042
0.01	0.046
0.014	0.046
0.018	0.046
0.022	0.046
0.026	0.046
0.03	0.046
0.034	0.046
0.038	0.046
0.042	0.046
0.046	0.046
0.05	0.046
0.054	0.046
0.058	0.046
0.062	0.046
0.066	0.046
0.07	0.046
0.074	0.046
0.078	0.046
0.082	0.046
0.086	0.046
0.09	0.046
0.094	0.046
0.098	0.046
0.01	0.05
0.014	0.05
0.018	0.05
0.022	0.05
0.026	0.05
0.03	0.05
0.034	0.05
0.038	0.05
0.042	0.05
0.046	0.05
0.05	0.05
0.054	0.05
0.058	0.05
0.062	0.05
0.066	0.05
0.07	0.05
0.074	0.05
0.078	0.05
0.082	0.05
0.086	0.05
0.09	0.05
0.094	0.05
0.098	0.05
0.01	0.054
0.014	0.054
0.018	0.054
0.022	0.054
0.026	0.054
0.03	0.054
0.034	0.054
0.038	0.054
0.042	0.054
0.046	0.054
0.05	0.054
0.054	0.054
0.058	0.054
0.062	0.054
0.066	0.054
0.07	0.054
0.074	0.054
0.078	0.054
0.082	0.054
0.086	0.054
0.09	0.054
0.094	0.054
0.098	0.054
0.01	0.058
0.014	0.058
0.018	0.058
0.022	0.058
0.026	0.058
0.03	0.058
0.034	0.058
0.038	0.058
0.042	0.058
0.046	0.058
0.05	0.058
0.054	0.058
0.058	0.058
0.062	0.058
0.066	0.058
0.07	0.058
0.074	0.058
0.078	0.058
0.082	0.058
0.086	0.058
0.09	0.058
0.094	0.058
0.098	0.058
0.01	0.062
0.014	0.062
0.018	0.062
0.022	0.062
0.026	0.062
0.03	0.062
0.034	0.062
0.038	0.062
0.042	0.062
0.046	0.062
0.05	0.062
0.054	0.062
0.058	0.062
0.062	0.062
0.066	0.062
0.07	0.062
0.074	0.062
0.078	0.062
0.082	0.062
0.086	0.062
0.09	0.062
0.094	0.062
0.098	0.062
0.01	0.066
0.014	0.066
0.018	0.066
0.022	0.066
0.026	0.066
0.03	0.066
0.034	0.066
0.038	0.066
0.042	0.066
0.046	0.066
0.05	0.066
0.054	0.066
0.058	0.066
0.062	0.066
0.066	0.066
0.07	0.066
0.074	0.066
0.078	0.066
0.082	0.066
0.086	0.066
0.09	0.066
0.094	0.066
0.098	0.066
0.01	0.07
0.014	0.07
0.018	0.07
0.022	0.07
0.026	0.07
0.03	0.07
0.034	0.07
0.038	0.07
0.042	0.07
0.046	0.07
0.05	0.07
0.054	0.07
0.058	0.07
0.062	0.07
0.066	0.07
0.07	0.07
0.074	0.07
0.078	0.07
0.082	0.07
0.086	0.07
0.09	0.07
0.094	0.07
0.098	0.07
0.01	0.074
0.014	0.074
0.018	0.074
0.022	0.074
0.026	0.074
0.03	0.074
0.034	0.074
0.038	0.074
0.042	0.074
0.046	0.074
0.05	0.074
0.054	0.074
0.058	0.074
0.062	0.074
0.066	0.074
0.07	0.074
0.074	0.074
0.078	0.074
0.082	0.074
0.086	0.074
0.09	0.074
0.094	0.074
0.098	0.074
0.01	0.078
0.014	0.078
0.018	0.078
0.022	0.078
0.026	0.078
0.03	0.078
0.034	0.078
0.038	0.078
0.042	0.078
0.046	0.078
0.05	0.078
0.054	0.078
0.058	0.078
0.062	0.078
0.066	0.078
0.07	0.078
0.074	0.078
0.078	0.078
0.082	0.078
0.086	0.078
0.09	0.078
0.094	0.078
0.098	0.078
0.01	0.082
0.014	0.082
0.018	0.082
0.022	0.082
0.026	0.082
0.03	0.082
0.034	0.082
0.038	0.082
0.042	0.082
0.046	0.082
0.05	0.082
0.054	0.082
0.058	0.082
0.062	0.082
0.066	0.082
0.07	0.082
0.074	0.082
0.078	0.082
0.082	0.082
0.086	0.082
0.09	0.082
0.094	0.082
0.098	0.082
0.01	0.086
0.014	0.086
0.018	0.086
0.022	0.086
0.026	0.086
0.03	0.086
0.034	0.086
0.038	0.086
0.042	0.086
0.046	0.086
0.05	0.086
0.054	0.086
